person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,label,risk_analyst_eval,industry_specialist_eval,legal_advisor_eval
22,12996,OWN,1.0,EDUCATION,B,4750,,1,0.37,N,3,0,"- 年龄较轻，工作年限短，稳定性不足。
- 年收入较低，贷款金额占比适中（37%）。
- 信贷评分为B，信用记录良好，无违约记录。
- 还款能力有限，需关注收入增长潜力。

总体风险评级：中风险。",问题包括：1）工作年限过短，建议补充稳定的收入来源和职业背景；2）利率为“nan%”，需明确；3）借款用途不明确，需解释具体教育支出。,借款人年龄较小，工作经验不足，收入低，贷款用途为教育，显示出积极向上的目标规划。无违约记录和良好信用历史表明其诚信程度高。总体判断为：明确意愿。
25,42360,RENT,1.0,EDUCATION,E,25000,16.35,1,0.59,Y,3,1,"- 信用评分E，显示信用状况不佳。
- 年收入42360元，贷款金额占比59%，负担较重。
- 工作年限仅1个月，收入稳定性差。
- 存在违约记录，增加违约风险。
- 信用历史短，缺乏还款能力的证明。

总体风险评级：高风险。",问题包括：1）缺失明显的收入来源和负债情况；2）工作年限仅1个月，逻辑不清；3）信用评分E与违约记录矛盾。需补充收入来源、负债、稳定工作证明等信息。,借款人年收入较低，工作时间短，且有违约记录，显示出责任感不足和诚信问题。贷款用途为教育，可能暗示目标规划，但信贷评分低且利率高，意愿不明。总体判断：意愿不明。
21,49000,RENT,4.0,EDUCATION,B,25000,10.99,1,0.51,N,2,0,"1. 年龄较小，工作年限短，稳定性不足；  
2. 收入水平中等，但负债占比高（51%）；  
3. 信贷评分B，表明信用状况一般；  
4. 无违约记录，信用历史良好；  
5. 贷款用途为教育，潜在收益较高。  

总体风险评级：中风险。",问题包括：1）收入来源不明确；2）负债情况缺失；3）工作年限较短，可能影响还款能力。需补充收入来源和负债信息。,借款人年收入49000元，贷款金额25000元占比合理，且无违约记录，显示责任感。借款用于教育，表明积极目标规划。信贷评分B，虽较低但无逃避动机迹象。总体判断：明确意愿。
25,225000,MORTGAGE,0.0,VENTURE,F,25000,18.67,0,0.11,N,2,0,"- 信用评分F，表明信用风险高。
- 年收入225000元，贷款金额25000元，占比低，仅0.11。
- 工作年限0个月，缺乏稳定收入来源。
- 借款用途为创业，风险较大。
- 无违约记录，但信用历史较短。

总体风险评级：高风险。",问题包括：1）工作年限为0，缺乏稳定收入来源；2）借款用途模糊，需具体说明；3）信贷评分为F，需解释原因。建议补充工作稳定性、负债情况及借款用途详情。,借款人年龄较轻，年收入高，贷款金额占比小且无违约记录，显示出一定责任感。但信贷评分为F，工作经验不足，可能影响其还款意愿。总体判断：意愿不明。
26,225000,RENT,1.0,EDUCATION,A,3000,9.32,0,0.01,N,4,0,"- 年收入225000元，贷款金额3000元，占比仅0.01，负担轻。
- 信用评分等级A，无违约记录，信用良好。
- 工作年限仅1个月，稳定性不足。
- 借款用途为教育，合理性较高。

总体风险评级：中风险。",问题：1）工作年限仅1个月，需补充稳定性说明；2）缺少负债情况，需提供其他贷款或信用卡信息；3）借款用途不够详细，需说明具体教育项目。,借款人年收入高且信用评分A，显示出诚信和责任感。借款用途明确为教育，表明积极的目标规划。无违约记录，贷款金额占收入比例极低，体现出还款意愿明确。总结判断：明确意愿。
23,225000,RENT,8.0,DEBTCONSOLIDATION,A,7500,8.63,0,0.03,N,2,0,"- 年龄较轻，工作年限短，收入稳定。
- 信用评分高，且无违约记录，信用历史较好。
- 贷款金额占收入比例低，负担轻。
- 借款用途为债务整合，合理性强。

总体风险评级：低风险。",问题：缺失负债情况、经营时间不明确。描述含糊，工作年限仅8个月，需补充稳定性及收入来源是否持续。逻辑清晰，但需更多财务健康信息。,借款人年收入高、信用评分A且无违约记录，显示其责任感和诚信程度强。借款用于债务整合，表明积极还款意愿。总体判断：明确意愿。
26,225000,MORTGAGE,2.0,VENTURE,B,25000,10.08,0,0.11,N,2,0,"- 年龄较轻，工作时间短，收入稳定但不足以支撑高风险投资。
- 信贷评分B，表明信用状况一般。
- 贷款金额占收入比例低，短期内负担可控。
- 无违约记录，为正面因素。

总体判断：中风险。",问题如下：1）收入来源不明，需补充具体收入来源；2）工作年限仅2个月，需说明工作性质和稳定性；3）借款用途“VENTURE”表述模糊，需具体说明用途。,借款人年收入较高，未有违约记录，信用历史良好，展现出一定的责任感和诚信度。但工作年限仅2个月，可能影响还款能力。整体来看，借款人意愿明确。
22,49464,RENT,5.0,PERSONAL,B,25000,11.83,1,0.51,N,3,0,"- 年龄较轻，工作年限短，稳定性差。
- 年收入低，还款能力不足，贷款占比高。
- 信贷评分为B，信用记录较好。
- 无违约记录，但风险依然存在。

总体风险评级：中风险。",问题：1）缺失资产情况，负债情况不明；2）借款用途不具体，描述模糊；3）工作年限过短，可能影响还款能力。需补充资产、负债信息及借款具体用途。,借款人年收入较低，工作时间短，借款用途个人化，信贷评分B，贷款金额占收入比例适中，且无违约记录，显示一定的还款意愿。总体判断为：明确意愿。
23,50000,RENT,1.0,DEBTCONSOLIDATION,A,25000,7.9,1,0.5,N,3,0,"- 信用记录良好，无违约记录，信贷评分等级A。
- 年收入50000元，贷款金额占比0.5，负担相对可控。
- 工作年限仅1个月，稳定性不足。
- 借款用途为债务整合，可能反映财务压力。

总体风险评级：中风险。",问题包括：1）工作年限仅1个月，需确认稳定性；2）缺少负债情况，无法评估偿还能力；3）借款用途描述模糊，需具体说明。建议补充负债、工作稳定性及详细借款用途信息。,借款人年龄较轻，年收入较低但信贷评分高，显示出良好的信用记录与责任感。借款用途为债务整合，意图积极。没有违约记录，表明诚信度高。综上，判断为明确意愿。
25,50000,RENT,4.0,HOMEIMPROVEMENT,A,25000,5.99,1,0.5,N,2,0,"- 信用评分A，良好信用记录。
- 年收入50000元，贷款占收入比例仅50%，可承受。
- 工作年限仅4个月，收入稳定性待考。
- 无违约记录，信用历史较短。
- 房租支出对现金流影响需关注。

总体风险评级：中风险。",发现的问题：1）收入来源不明确，需补充工作单位及职位。2）负债情况缺失，需提供其他贷款或信用卡信息。3）工作年限过短，可能影响贷款审批。,借款人信贷评分A级，无违约记录，表明诚信度高。年收入与贷款比例合理，显示出良好的偿还能力。尽管工作年限较短，但借款用途明确，表现出积极还款意愿。总结判断：明确意愿。
24,44000,RENT,2.0,DEBTCONSOLIDATION,D,25000,15.33,1,0.57,N,2,1,"- 信用评分D，显示信用风险较高。
- 年收入44000元，贷款金额25000元，负担较重。
- 工作经验仅2个月，收入稳定性不足。
- 负债水平高，占收入57%，还款压力大。
- 虽无违约记录，但信用历史较短。

总体风险评级：高风险。",问题：1）缺少负债情况和资产信息；2）工作年限仅2个月，需说明工作性质；3）信贷评分等级D较低，需解释原因。建议补充负债情况、资产及工作性质。,借款人年龄较小，工作经验短，收入一般，借款用途为债务整合。信贷评分低，贷款金额占收入比例高，显示潜在逃避动机。总体判断：意愿不明。
23,50000,RENT,1.0,VENTURE,B,25000,11.83,1,0.5,N,4,0,"- 年龄较小，工作年限短，收入稳定性差。
- 信用评分B，存在一定风险。
- 贷款金额占收入比例适中，但用途为创业，风险高。
- 无违约记录，但缺乏足够的还款能力保障。

总体风险评级：中风险。",问题包括：1）收入来源不明，需补充工作单位及职位；2）负债情况缺失，需提供现有负债信息；3）经营时间仅1个月，需说明创业背景及可持续性。,借款人年龄较小，工作经验不足，年收入相对较低，贷款金额占比高。借款用途为创业，存在一定风险。信贷评分B且无违约记录，体现一定诚信。总体判断为意愿不明，需进一步沟通确认。
22,50004,RENT,0.0,VENTURE,B,25000,10.36,1,0.5,N,2,0,"- 年龄较小，工作经验不足，收入不稳定。
- 年收入50004元，贷款金额25000元，占比合理，但负担较重。
- 信贷评分B，信用记录良好，无违约记录。
- 借款用于风险投资，潜在收益不确定。

总体风险评级：中风险。",问题包括：1）缺失收入来源和负债情况；2）工作年限为0.0月，需解释为何申请贷款；3）借款用途“VENTURE”含糊，需明确具体项目。建议补充以上信息。,借款人年收入较低，工作经验不足，但未有违约记录，信用评分B显示一定诚信。借款用于创业体现目标规划，意愿积极。但考虑年轻及收入情况，仍需谨慎。总结判断：明确意愿。
22,50004,RENT,3.0,VENTURE,C,25000,12.23,1,0.5,N,3,0,"- 年龄较小，经济经验不足。
- 收入较低，年收入仅50004元。
- 工作年限短，仅3个月，稳定性差。
- 信贷评分等级为C，信用状况不佳。
- 贷款金额占收入比例高达50%，还款压力大。
- 无违约记录，但整体信用风险较高。

总体风险评级：高风险。",问题包括：1）缺失负债情况、经营时间；2）借款用途模糊，需具体说明；3）信贷评分等级与贷款金额占收入比例不匹配。需补充负债和经营时间信息。,借款人年龄较小，工作经验短，收入仅50004元，贷款用途为创业，信贷评分C。虽然没有违约记录，但低信用评分和短期工作可能反映责任感不足。整体来看，借款人意愿可疑。
22,52000,RENT,2.0,EDUCATION,B,25000,11.11,1,0.48,N,4,0,"- 年龄较小，工作年限短，仅2个月，收入稳定性存疑。
- 信贷评分为B，信用状况一般。
- 贷款金额占收入48%，负担较重。
- 无违约记录，信用历史良好。

总体风险评级：中风险。",问题：1）缺失负债情况及其他收入来源信息；2）工作年限仅2个月，逻辑上需说明为何贷款额度合理；3）借款用途与收入来源需更明确。建议补充负债、其他收入及工作稳定性说明。,借款人年收入52000元，贷款金额占比48%，且无违约记录，显示出一定的还款能力和责任感。申请目的为教育，体现积极意愿。信贷评分B略显不足，但整体态度可疑。总结判断：意愿不明。
